"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","TAXSS","TOT","PC_GDP","A","1991",2.99,
"TUR","TAXSS","TOT","PC_GDP","A","1992",3.317,
"TUR","TAXSS","TOT","PC_GDP","A","1993",3.241,
"TUR","TAXSS","TOT","PC_GDP","A","1994",2.553,
"TUR","TAXSS","TOT","PC_GDP","A","1995",1.978,
"TUR","TAXSS","TOT","PC_GDP","A","1996",2.907,
"TUR","TAXSS","TOT","PC_GDP","A","1997",2.932,
"TUR","TAXSS","TOT","PC_GDP","A","1998",2.982,
"TUR","TAXSS","TOT","PC_GDP","A","1999",4.175,
"TUR","TAXSS","TOT","PC_GDP","A","2000",4.398,
"TUR","TAXSS","TOT","PC_GDP","A","2001",5.461,
"TUR","TAXSS","TOT","PC_GDP","A","2002",4.713,
"TUR","TAXSS","TOT","PC_GDP","A","2003",5.197,
"TUR","TAXSS","TOT","PC_GDP","A","2004",5.515,
"TUR","TAXSS","TOT","PC_GDP","A","2005",5.192,
"TUR","TAXSS","TOT","PC_GDP","A","2006",5.23,
"TUR","TAXSS","TOT","PC_GDP","A","2007",4.962,
"TUR","TAXSS","TOT","PC_GDP","A","2008",5.748,
"TUR","TAXSS","TOT","PC_GDP","A","2009",5.723,
"TUR","TAXSS","TOT","PC_GDP","A","2010",6.14,
"TUR","TAXSS","TOT","PC_GDP","A","2011",7.167,
"TUR","TAXSS","TOT","PC_GDP","A","2012",6.728,
"TUR","TAXSS","TOT","PC_GDP","A","2013",6.903,
"TUR","TAXSS","TOT","PC_GDP","A","2014",6.978,
"TUR","TAXSS","TOT","PC_GDP","A","2015",7.243,
"TUR","TAXSS","TOT","PC_GDP","A","2016",7.243,
"TUR","TAXSS","TOT","PC_GDP","A","2017",7.235,
"TUR","TAXSS","TOT","PC_GDP","A","2018",7.181,
"TUR","TAXSS","TOT","PC_GDP","A","2019",7.255,
"TUR","TAXSS","TOT","PC_GDP","A","2020",7.085,
"TUR","TAXSS","TOT","PC_GDP","A","2021",6.531,
"TUR","TAXSS","TOT","PC_GDP","A","2022",4.959,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1965",5.938,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1966",5.319,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1967",4.764,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1968",4.791,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1969",6.649,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1970",6.348,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1971",10.684,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1972",9.821,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1973",8.321,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1974",9.127,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1975",9.53,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1976",7.168,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1977",6.973,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1978",6.213,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1979",6.489,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1980",14.036,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1981",13.149,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1982",13.743,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1983",15.111,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1984",17.427,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1985",14.286,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1986",13.601,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1987",15.915,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1988",15.069,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1989",17.629,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1990",19.654,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1991",19.628,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1992",20.372,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1993",19.695,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1994",15.817,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1995",12.078,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1996",15.756,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1997",14.493,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1998",14.476,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","1999",18.519,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2000",18.733,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2001",21.534,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2002",19.781,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2003",20.805,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2004",23.886,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2005",22.438,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2006",22.379,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2007",21.695,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2008",25.033,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2009",24.543,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2010",24.905,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2011",27.879,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2012",27.174,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2013",27.441,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2014",28.533,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2015",29.023,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2016",28.825,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2017",29.314,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2018",29.943,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2019",31.358,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2020",29.692,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2021",28.608,
"TUR","TAXSS","TOT","PC_TOT_TAX","A","2022",23.846,
"GBR","TAXSS","TOT","PC_GDP","A","1965",4.633,
"GBR","TAXSS","TOT","PC_GDP","A","1966",4.652,
"GBR","TAXSS","TOT","PC_GDP","A","1967",4.697,
"GBR","TAXSS","TOT","PC_GDP","A","1968",4.813,
"GBR","TAXSS","TOT","PC_GDP","A","1969",4.62,
"GBR","TAXSS","TOT","PC_GDP","A","1970",4.876,
"GBR","TAXSS","TOT","PC_GDP","A","1971",4.643,
"GBR","TAXSS","TOT","PC_GDP","A","1972",4.903,
"GBR","TAXSS","TOT","PC_GDP","A","1973",5.009,
"GBR","TAXSS","TOT","PC_GDP","A","1974",5.67,
"GBR","TAXSS","TOT","PC_GDP","A","1975",5.985,
"GBR","TAXSS","TOT","PC_GDP","A","1976",6.354,
"GBR","TAXSS","TOT","PC_GDP","A","1977",6.19,
"GBR","TAXSS","TOT","PC_GDP","A","1978",5.704,
"GBR","TAXSS","TOT","PC_GDP","A","1979",5.386,
"GBR","TAXSS","TOT","PC_GDP","A","1980",5.566,
"GBR","TAXSS","TOT","PC_GDP","A","1981",5.57,
"GBR","TAXSS","TOT","PC_GDP","A","1982",6.293,
"GBR","TAXSS","TOT","PC_GDP","A","1983",6.302,
"GBR","TAXSS","TOT","PC_GDP","A","1984",6.302,
"GBR","TAXSS","TOT","PC_GDP","A","1985",6.234,
"GBR","TAXSS","TOT","PC_GDP","A","1986",6.54,
"GBR","TAXSS","TOT","PC_GDP","A","1987",6.177,
"GBR","TAXSS","TOT","PC_GDP","A","1988",6.249,
"GBR","TAXSS","TOT","PC_GDP","A","1989",5.751,
"GBR","TAXSS","TOT","PC_GDP","A","1990",5.597,
"GBR","TAXSS","TOT","PC_GDP","A","1991",5.586,
"GBR","TAXSS","TOT","PC_GDP","A","1992",5.505,
"GBR","TAXSS","TOT","PC_GDP","A","1993",5.547,
"GBR","TAXSS","TOT","PC_GDP","A","1994",5.645,
"GBR","TAXSS","TOT","PC_GDP","A","1995",5.204,
"GBR","TAXSS","TOT","PC_GDP","A","1996",5.103,
"GBR","TAXSS","TOT","PC_GDP","A","1997",5.305,
"GBR","TAXSS","TOT","PC_GDP","A","1998",5.302,
"GBR","TAXSS","TOT","PC_GDP","A","1999",5.434,
"GBR","TAXSS","TOT","PC_GDP","A","2000",5.472,
"GBR","TAXSS","TOT","PC_GDP","A","2001",5.512,
"GBR","TAXSS","TOT","PC_GDP","A","2002",5.322,
"GBR","TAXSS","TOT","PC_GDP","A","2003",5.679,
"GBR","TAXSS","TOT","PC_GDP","A","2004",5.986,
"GBR","TAXSS","TOT","PC_GDP","A","2005",6.034,
"GBR","TAXSS","TOT","PC_GDP","A","2006",6.08,
"GBR","TAXSS","TOT","PC_GDP","A","2007",6.03,
"GBR","TAXSS","TOT","PC_GDP","A","2008",6.165,
"GBR","TAXSS","TOT","PC_GDP","A","2009",6.086,
"GBR","TAXSS","TOT","PC_GDP","A","2010",6.037,
"GBR","TAXSS","TOT","PC_GDP","A","2011",6.095,
"GBR","TAXSS","TOT","PC_GDP","A","2012",6.089,
"GBR","TAXSS","TOT","PC_GDP","A","2013",5.952,
"GBR","TAXSS","TOT","PC_GDP","A","2014",5.858,
"GBR","TAXSS","TOT","PC_GDP","A","2015",5.943,
"GBR","TAXSS","TOT","PC_GDP","A","2016",6.1,
"GBR","TAXSS","TOT","PC_GDP","A","2017",6.257,
"GBR","TAXSS","TOT","PC_GDP","A","2018",6.275,
"GBR","TAXSS","TOT","PC_GDP","A","2019",6.431,
"GBR","TAXSS","TOT","PC_GDP","A","2020",6.807,
"GBR","TAXSS","TOT","PC_GDP","A","2021",6.839,
"GBR","TAXSS","TOT","PC_GDP","A","2022",7.08,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1965",15.395,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1966",15.101,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1967",14.444,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1968",14.43,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1969",13.24,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1970",13.915,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1971",14.013,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1972",15.54,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1973",16.88,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1974",17.301,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1975",17.513,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1976",18.713,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1977",18.528,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1978",18.043,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1979",17.547,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1980",16.673,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1981",16.137,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1982",17.143,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1983",17.958,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1984",17.909,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1985",17.778,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1986",18.414,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1987",18.184,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1988",18.474,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1989",17.424,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1990",17.027,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1991",17.629,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1992",17.821,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1993",18.567,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1994",18.447,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1995",17.787,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1996",17.562,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1997",17.798,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1998",16.977,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","1999",17.066,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2000",16.766,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2001",17.117,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2002",16.947,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2003",18.243,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2004",18.662,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2005",18.579,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2006",18.53,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2007",18.29,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2008",19.172,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2009",19.595,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2010",18.857,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2011",18.543,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2012",18.926,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2013",18.572,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2014",18.46,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2015",18.646,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2016",18.843,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2017",19.106,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2018",19.16,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2019",19.792,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2020",20.771,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2021",19.887,
"GBR","TAXSS","TOT","PC_TOT_TAX","A","2022",20.058,
"USA","TAXSS","TOT","PC_GDP","A","1965",3.13,
"USA","TAXSS","TOT","PC_GDP","A","1966",3.278,
"USA","TAXSS","TOT","PC_GDP","A","1967",3.931,
"USA","TAXSS","TOT","PC_GDP","A","1968",3.799,
"USA","TAXSS","TOT","PC_GDP","A","1969",4.017,
"USA","TAXSS","TOT","PC_GDP","A","1970",4.148,
"USA","TAXSS","TOT","PC_GDP","A","1971",4.065,
"USA","TAXSS","TOT","PC_GDP","A","1972",4.121,
"USA","TAXSS","TOT","PC_GDP","A","1973",4.448,
"USA","TAXSS","TOT","PC_GDP","A","1974",4.884,
"USA","TAXSS","TOT","PC_GDP","A","1975",5.047,
"USA","TAXSS","TOT","PC_GDP","A","1976",4.878,
"USA","TAXSS","TOT","PC_GDP","A","1977",5.175,
"USA","TAXSS","TOT","PC_GDP","A","1978",5.22,
"USA","TAXSS","TOT","PC_GDP","A","1979",5.373,
"USA","TAXSS","TOT","PC_GDP","A","1980",5.591,
"USA","TAXSS","TOT","PC_GDP","A","1981",5.78,
"USA","TAXSS","TOT","PC_GDP","A","1982",6.096,
"USA","TAXSS","TOT","PC_GDP","A","1983",5.82,
"USA","TAXSS","TOT","PC_GDP","A","1984",6.007,
"USA","TAXSS","TOT","PC_GDP","A","1985",6.203,
"USA","TAXSS","TOT","PC_GDP","A","1986",6.311,
"USA","TAXSS","TOT","PC_GDP","A","1987",6.389,
"USA","TAXSS","TOT","PC_GDP","A","1988",6.554,
"USA","TAXSS","TOT","PC_GDP","A","1989",6.566,
"USA","TAXSS","TOT","PC_GDP","A","1990",6.657,
"USA","TAXSS","TOT","PC_GDP","A","1991",6.743,
"USA","TAXSS","TOT","PC_GDP","A","1992",6.714,
"USA","TAXSS","TOT","PC_GDP","A","1993",6.68,
"USA","TAXSS","TOT","PC_GDP","A","1994",6.691,
"USA","TAXSS","TOT","PC_GDP","A","1995",6.682,
"USA","TAXSS","TOT","PC_GDP","A","1996",6.61,
"USA","TAXSS","TOT","PC_GDP","A","1997",6.593,
"USA","TAXSS","TOT","PC_GDP","A","1998",6.653,
"USA","TAXSS","TOT","PC_GDP","A","1999",6.63,
"USA","TAXSS","TOT","PC_GDP","A","2000",6.664,
"USA","TAXSS","TOT","PC_GDP","A","2001",6.69,
"USA","TAXSS","TOT","PC_GDP","A","2002",6.622,
"USA","TAXSS","TOT","PC_GDP","A","2003",6.533,
"USA","TAXSS","TOT","PC_GDP","A","2004",6.499,
"USA","TAXSS","TOT","PC_GDP","A","2005",6.376,
"USA","TAXSS","TOT","PC_GDP","A","2006",6.32,
"USA","TAXSS","TOT","PC_GDP","A","2007",6.269,
"USA","TAXSS","TOT","PC_GDP","A","2008",6.298,
"USA","TAXSS","TOT","PC_GDP","A","2009",6.233,
"USA","TAXSS","TOT","PC_GDP","A","2010",6.096,
"USA","TAXSS","TOT","PC_GDP","A","2011",5.431,
"USA","TAXSS","TOT","PC_GDP","A","2012",5.416,
"USA","TAXSS","TOT","PC_GDP","A","2013",6.116,
"USA","TAXSS","TOT","PC_GDP","A","2014",6.136,
"USA","TAXSS","TOT","PC_GDP","A","2015",6.182,
"USA","TAXSS","TOT","PC_GDP","A","2016",6.168,
"USA","TAXSS","TOT","PC_GDP","A","2017",6.188,
"USA","TAXSS","TOT","PC_GDP","A","2018",6.116,
"USA","TAXSS","TOT","PC_GDP","A","2019",6.138,
"USA","TAXSS","TOT","PC_GDP","A","2020",6.306,
"USA","TAXSS","TOT","PC_GDP","A","2021",6.061,
"USA","TAXSS","TOT","PC_GDP","A","2022",6.053,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1965",13.287,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1966",13.759,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1967",15.786,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1968",15.603,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1969",15.063,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1970",16.087,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1971",16.987,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1972",16.837,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1973",18.178,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1974",19.376,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1975",20.472,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1976",20.307,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1977",20.483,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1978",20.866,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1979",21.307,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1980",21.865,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1981",22.256,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1982",23.398,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1983",24.236,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1984",24.916,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1985",25.156,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1986",25.625,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1987",24.868,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1988",25.723,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1989",25.585,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1990",25.571,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1991",26.078,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1992",26.076,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1993",25.743,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1994",25.455,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1995",25.167,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1996",24.443,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1997",23.988,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1998",23.873,
"USA","TAXSS","TOT","PC_TOT_TAX","A","1999",23.735,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2000",23.551,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2001",24.541,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2002",26.475,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2003",26.684,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2004",26.247,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2005",24.433,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2006",23.604,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2007",23.454,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2008",24.559,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2009",27.205,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2010",26.084,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2011",22.855,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2012",22.646,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2013",24.002,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2014",23.706,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2015",23.577,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2016",23.836,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2017",23.21,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2018",24.474,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2019",24.426,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2020",24.504,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2021",22.874,
"USA","TAXSS","TOT","PC_TOT_TAX","A","2022",21.885,
"CHL","TAXSS","TOT","PC_GDP","A","1990",1.506,
"CHL","TAXSS","TOT","PC_GDP","A","1991",1.359,
"CHL","TAXSS","TOT","PC_GDP","A","1992",1.415,
"CHL","TAXSS","TOT","PC_GDP","A","1993",1.342,
"CHL","TAXSS","TOT","PC_GDP","A","1994",1.276,
"CHL","TAXSS","TOT","PC_GDP","A","1995",1.177,
"CHL","TAXSS","TOT","PC_GDP","A","1996",1.244,
"CHL","TAXSS","TOT","PC_GDP","A","1997",1.25,
"CHL","TAXSS","TOT","PC_GDP","A","1998",1.316,
"CHL","TAXSS","TOT","PC_GDP","A","1999",1.37,
"CHL","TAXSS","TOT","PC_GDP","A","2000",1.366,
"CHL","TAXSS","TOT","PC_GDP","A","2001",1.383,
"CHL","TAXSS","TOT","PC_GDP","A","2002",1.402,
"CHL","TAXSS","TOT","PC_GDP","A","2003",1.376,
"CHL","TAXSS","TOT","PC_GDP","A","2004",1.37,
"CHL","TAXSS","TOT","PC_GDP","A","2005",1.361,
"CHL","TAXSS","TOT","PC_GDP","A","2006",1.288,
"CHL","TAXSS","TOT","PC_GDP","A","2007",1.274,
"CHL","TAXSS","TOT","PC_GDP","A","2008",1.373,
"CHL","TAXSS","TOT","PC_GDP","A","2009",1.427,
"CHL","TAXSS","TOT","PC_GDP","A","2010",1.349,
"CHL","TAXSS","TOT","PC_GDP","A","2011",1.336,
"CHL","TAXSS","TOT","PC_GDP","A","2012",1.387,
"CHL","TAXSS","TOT","PC_GDP","A","2013",1.434,
"CHL","TAXSS","TOT","PC_GDP","A","2014",1.426,
"CHL","TAXSS","TOT","PC_GDP","A","2015",1.42,
"CHL","TAXSS","TOT","PC_GDP","A","2016",1.447,
"CHL","TAXSS","TOT","PC_GDP","A","2017",1.465,
"CHL","TAXSS","TOT","PC_GDP","A","2018",1.471,
"CHL","TAXSS","TOT","PC_GDP","A","2019",1.53,
"CHL","TAXSS","TOT","PC_GDP","A","2020",1.541,
"CHL","TAXSS","TOT","PC_GDP","A","2021",1.171,
"CHL","TAXSS","TOT","PC_GDP","A","2022",0.985,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1990",8.978,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1991",7.695,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1992",7.716,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1993",7.241,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1994",6.982,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1995",6.478,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1996",6.411,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1997",6.624,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1998",7.025,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","1999",7.622,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2000",7.299,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2001",7.317,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2002",7.402,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2003",7.388,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2004",7.171,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2005",6.531,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2006",5.823,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2007",5.576,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2008",6.417,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2009",8.185,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2010",6.839,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2011",6.303,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2012",6.504,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2013",7.191,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2014",7.24,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2015",6.924,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2016",7.153,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2017",7.246,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2018",6.911,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2019",7.3,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2020",7.999,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2021",5.265,
"CHL","TAXSS","TOT","PC_TOT_TAX","A","2022",4.112,
"EST","TAXSS","TOT","PC_GDP","A","1995",11.881,
"EST","TAXSS","TOT","PC_GDP","A","1996",11.493,
"EST","TAXSS","TOT","PC_GDP","A","1997",11.112,
"EST","TAXSS","TOT","PC_GDP","A","1998",11.046,
"EST","TAXSS","TOT","PC_GDP","A","1999",10.975,
"EST","TAXSS","TOT","PC_GDP","A","2000",10.914,
"EST","TAXSS","TOT","PC_GDP","A","2001",10.641,
"EST","TAXSS","TOT","PC_GDP","A","2002",10.912,
"EST","TAXSS","TOT","PC_GDP","A","2003",10.554,
"EST","TAXSS","TOT","PC_GDP","A","2004",10.253,
"EST","TAXSS","TOT","PC_GDP","A","2005",10.11,
"EST","TAXSS","TOT","PC_GDP","A","2006",9.976,
"EST","TAXSS","TOT","PC_GDP","A","2007",10.264,
"EST","TAXSS","TOT","PC_GDP","A","2008",11.379,
"EST","TAXSS","TOT","PC_GDP","A","2009",12.874,
"EST","TAXSS","TOT","PC_GDP","A","2010",12.75,
"EST","TAXSS","TOT","PC_GDP","A","2011",11.601,
"EST","TAXSS","TOT","PC_GDP","A","2012",11.164,
"EST","TAXSS","TOT","PC_GDP","A","2013",10.986,
"EST","TAXSS","TOT","PC_GDP","A","2014",10.892,
"EST","TAXSS","TOT","PC_GDP","A","2015",11.15,
"EST","TAXSS","TOT","PC_GDP","A","2016",11.238,
"EST","TAXSS","TOT","PC_GDP","A","2017",11.132,
"EST","TAXSS","TOT","PC_GDP","A","2018",11.485,
"EST","TAXSS","TOT","PC_GDP","A","2019",11.729,
"EST","TAXSS","TOT","PC_GDP","A","2020",12.127,
